datetime,Temperature,Humidity,CPU Percent,Memory usage,Bytes sent,Bytes received,Packets sent,Packets received,CPU Temperature
2023-04-03 20:53:45.572296,24.2,49.6,72.5,82.6,48.65647602081299,138.00328731536865,123805,193821,57.996
2023-04-03 20:53:50.581237,24.2,49.6,69.2,84.6,48.7185173034668,138.1879587173462,123943,194006,57.996
2023-04-03 20:53:55.740950,24.3,49.6,73.0,87.5,48.74189567565918,138.9573040008545,124155,194604,57.996
2023-04-03 20:54:00.795779,24.3,49.6,54.6,89.6,48.7702522277832,139.0023250579834,124208,194661,57.996
2023-04-03 20:54:05.609949,24.3,49.7,28.2,88.3,48.770771980285645,139.00254249572754,124211,194665,56.92
2023-04-03 20:54:10.834902,24.3,49.7,67.0,89.1,48.77562141418457,139.0030002593994,124219,194673,57.458
2023-04-03 20:54:15.627745,24.3,49.6,48.2,88.5,48.77568435668945,139.00304985046387,124220,194674,56.92
2023-04-03 20:54:21.124720,24.3,49.6,22.1,89.4,48.79921627044678,139.6880693435669,124502,195193,55.844
2023-04-03 20:54:25.647384,24.3,49.7,61.7,85.7,48.80031108856201,139.68857860565186,124510,195201,56.92
2023-04-03 20:54:30.656441,24.4,49.7,58.1,85.6,48.80049991607666,139.68872737884521,124513,195204,57.458
2023-04-03 20:54:36.035821,24.2,49.6,56.7,86.3,48.80119609832764,139.6889066696167,124516,195207,56.92
2023-04-03 20:54:40.674356,24.3,49.6,65.5,85.4,48.809720039367676,139.6906614303589,124536,195228,56.92
2023-04-03 20:54:45.682631,24.2,49.6,56.7,85.0,48.830336570739746,139.70047187805176,124565,195256,56.382
2023-04-03 20:54:50.691203,24.3,49.4,62.5,85.8,48.85100173950195,139.727557182312,124609,195304,56.382
2023-04-03 20:54:55.701720,24.4,49.4,81.1,87.3,48.88249588012695,140.27174282073975,124885,195744,57.458
2023-04-03 20:55:01.376129,24.3,49.5,65.1,89.5,48.885440826416016,140.33576202392578,124916,195804,56.92
2023-04-03 20:55:06.444822,24.2,49.5,21.7,88.4,48.916069984436035,140.33971118927002,124958,195850,56.382
2023-04-03 20:55:10.730413,24.3,49.7,30.2,88.9,48.94084167480469,140.34423351287842,125005,195911,55.844
2023-04-03 20:55:15.940938,24.2,49.8,68.3,89.0,49.01797676086426,140.35479259490967,125118,196071,56.92
2023-04-03 20:55:20.748609,24.3,49.7,88.1,90.2,49.09209442138672,140.36516857147217,125225,196225,57.996
2023-04-03 20:55:25.990272,24.3,49.5,84.3,91.2,49.142513275146484,140.41524982452393,125335,196377,56.92
2023-04-03 20:55:31.478995,24.3,49.5,55.8,90.4,49.2219762802124,140.42675495147705,125451,196553,56.92
2023-04-03 20:55:36.000974,24.4,49.5,70.2,90.5,49.29147720336914,140.43717670440674,125549,196709,57.458
2023-04-03 20:55:41.313844,24.3,49.4,75.6,89.5,49.35878086090088,140.44760608673096,125652,196867,57.996
2023-04-03 20:55:46.222707,24.3,49.5,69.0,89.4,49.43095684051514,140.45751285552979,125754,197020,57.458
2023-04-03 20:55:50.804527,24.3,49.5,59.8,89.7,49.486451148986816,140.46680164337158,125838,197163,57.996
2023-04-03 20:55:56.114950,24.2,49.4,79.3,89.4,49.561062812805176,140.47728729248047,125953,197322,57.996
2023-04-03 20:56:01.072641,24.3,49.4,81.3,90.6,49.667120933532715,140.9485445022583,126328,197835,57.996
2023-04-03 20:56:06.637952,24.2,49.4,44.0,89.5,49.731266021728516,140.95785236358643,126419,197980,56.92
2023-04-03 20:56:11.325666,24.3,49.5,59.8,89.7,49.79947757720947,140.96712684631348,126515,198117,56.92
2023-04-03 20:56:16.457423,24.3,49.5,54.9,90.5,49.87195014953613,140.97669792175293,126624,198255,56.92
2023-04-03 20:56:21.688753,24.3,49.5,58.7,90.6,49.95825004577637,140.98850917816162,126752,198429,56.92
2023-04-03 20:56:26.693780,24.3,49.5,44.8,90.4,50.009700775146484,140.99586296081543,126830,198541,56.92
2023-04-03 20:56:31.446405,24.3,49.7,59.7,90.5,50.07936382293701,141.00619316101074,126934,198697,57.458
2023-04-03 20:56:36.905312,24.3,49.7,46.8,91.7,50.15745830535889,141.0197582244873,127072,198886,56.92
2023-04-03 20:56:42.116073,24.3,49.5,56.2,92.6,50.34519672393799,141.15026569366455,127452,199315,56.92
2023-04-03 20:56:46.774134,24.4,49.5,64.4,93.2,50.41507625579834,141.1715965270996,127575,199475,57.458
2023-04-03 20:56:52.894377,24.3,49.5,46.4,94.0,50.480711936950684,141.1842498779297,127693,199663,56.92
2023-04-03 20:56:58.533803,24.3,49.6,52.1,94.7,50.59164047241211,141.19786930084229,127841,199863,56.92
2023-04-03 20:57:08.078903,24.3,49.5,47.4,93.7,50.693593978881836,141.21227359771729,127999,200079,55.844
2023-04-03 20:57:17.778287,24.3,49.6,46.5,94.2,50.759642601013184,141.22206592559814,128099,200226,56.382
2023-04-03 20:57:23.043840,24.3,49.5,43.9,94.3,50.82765769958496,141.2324390411377,128205,200379,56.382
2023-04-03 20:57:32.701162,24.2,49.6,41.4,94.3,50.83925914764404,141.23352718353271,128225,200395,56.382
2023-04-03 20:57:37.006646,24.3,49.5,59.2,94.4,50.89101505279541,141.24040508270264,128301,200498,56.92
2023-04-03 20:57:41.757040,24.2,49.6,64.4,94.3,50.966102600097656,141.25015926361084,128405,200643,56.92
2023-04-03 20:57:47.439232,24.2,49.4,52.3,94.1,51.04987144470215,141.26198482513428,128533,200815,56.92
2023-04-03 20:57:52.194107,24.3,49.4,52.0,94.3,51.10717964172363,141.2709093093872,128632,200934,56.92
2023-04-03 20:57:57.277739,24.3,49.5,49.6,93.9,51.170308113098145,141.27866554260254,128714,201049,56.382
2023-04-03 20:58:01.884010,24.2,49.5,53.1,94.1,51.216196060180664,141.28609371185303,128792,201165,56.92
2023-04-03 20:58:06.869252,24.3,49.5,62.4,94.0,51.2725191116333,141.2948179244995,128889,201296,57.458
2023-04-03 20:58:11.982878,24.3,49.5,51.9,94.2,51.342947006225586,141.3045415878296,128982,201441,56.92
2023-04-03 20:58:17.145361,24.3,49.4,54.7,93.8,51.4209680557251,141.31485843658447,129090,201595,57.458
2023-04-03 20:58:22.228465,24.3,49.4,50.6,93.9,51.48902988433838,141.3232069015503,129186,201719,56.92
2023-04-03 20:58:27.518955,24.3,49.6,52.0,94.1,51.56487560272217,141.33380031585693,129299,201868,56.92
2023-04-03 20:58:31.892888,24.2,49.5,58.9,93.8,51.61886787414551,141.34115505218506,129373,201981,56.92
2023-04-03 20:58:37.209604,24.2,49.6,58.1,94.6,51.69235610961914,141.35394954681396,129486,202149,56.92
2023-04-03 20:58:42.568302,24.3,49.4,42.6,94.3,51.75673198699951,141.3611707687378,129568,202255,56.92
2023-04-03 20:58:46.725663,24.3,49.5,52.6,93.8,51.81382942199707,141.36909103393555,129659,202369,56.92
2023-04-03 20:58:52.127377,24.3,49.4,51.3,93.8,51.854140281677246,141.3751096725464,129732,202456,56.92
2023-04-03 20:58:57.107068,24.3,49.4,53.8,94.1,51.91127014160156,141.3830327987671,129818,202569,56.92
2023-04-03 20:59:02.689625,24.3,49.4,56.2,93.9,51.98922634124756,141.39300537109375,129926,202717,56.92
2023-04-03 20:59:07.409671,24.2,49.4,48.8,94.7,52.061601638793945,141.4029245376587,130045,202859,56.92
2023-04-03 20:59:11.761895,24.2,49.5,50.8,94.3,52.0900821685791,141.4067735671997,130088,202914,56.382
2023-04-03 20:59:17.633933,24.4,49.5,45.8,94.6,52.14393138885498,141.4143304824829,130185,203027,56.382
2023-04-03 20:59:22.886299,24.2,49.5,50.3,94.3,52.194305419921875,141.42201900482178,130267,203141,55.844
2023-04-03 20:59:27.686075,24.3,49.5,49.4,94.6,52.24982166290283,141.43014907836914,130355,203266,56.382
2023-04-03 20:59:32.583744,24.3,49.5,50.3,94.7,52.30387592315674,141.4380111694336,130431,203388,56.92
2023-04-03 20:59:37.917308,24.2,49.6,54.1,94.8,52.3707799911499,141.44719696044922,130523,203524,56.92
2023-04-03 20:59:43.396530,24.2,49.5,47.4,95.5,52.43632411956787,141.4576358795166,130632,203673,56.382
2023-04-03 20:59:52.539316,24.3,49.4,47.8,94.6,52.52078342437744,141.4726791381836,130766,203829,56.92
2023-04-03 20:59:57.855591,24.3,49.6,50.5,94.6,52.59690189361572,141.48224639892578,130871,203969,55.844
2023-04-03 21:00:02.982228,24.3,49.5,48.1,94.6,52.6884880065918,141.49320602416992,130999,204126,56.382
2023-04-03 21:00:13.194657,24.3,49.4,47.3,94.9,52.777085304260254,141.5042495727539,131136,204289,56.92
2023-04-03 21:00:17.250874,24.3,49.7,50.6,95.2,52.82358455657959,141.51164627075195,131216,204399,56.92
2023-04-03 21:00:22.323786,24.3,49.5,48.3,95.0,52.87019920349121,141.5175018310547,131283,204486,56.382
2023-04-03 21:00:28.087944,24.2,49.5,48.6,95.1,52.923736572265625,141.5250587463379,131369,204600,56.92
2023-04-03 21:00:32.452466,24.3,49.4,46.1,95.4,52.976436614990234,141.53542804718018,131469,204748,55.844
2023-04-03 21:00:36.825727,24.3,49.5,45.1,94.9,53.015809059143066,141.54028797149658,131532,204823,55.844
2023-04-03 21:00:41.510375,24.3,49.6,43.2,95.1,53.045639991760254,141.54539966583252,131584,204899,56.92
2023-04-03 21:00:47.412985,24.3,49.7,51.5,95.5,53.107187271118164,141.55502033233643,131689,205045,56.382
2023-04-03 21:00:51.593888,24.3,49.7,54.3,95.5,53.21983623504639,141.56038665771484,131797,205133,56.92
2023-04-03 21:00:58.430096,24.2,49.6,50.2,96.4,53.2854642868042,141.56163787841797,131849,205157,56.382
2023-04-03 21:01:09.009319,24.3,49.6,40.1,96.1,53.29390811920166,141.56222534179688,131864,205164,56.382
2023-04-03 21:01:23.804495,24.3,49.7,34.2,96.5,53.31829357147217,141.56354236602783,131896,205186,55.844
2023-04-03 21:01:38.122208,24.2,49.6,41.6,94.7,53.31909942626953,141.56380081176758,131900,205190,54.768
2023-04-03 21:01:42.559521,24.4,49.8,39.0,94.6,53.32078456878662,141.5690221786499,131917,205207,55.844
2023-04-03 21:01:46.817293,24.2,49.8,44.7,94.7,53.32165813446045,141.56907176971436,131918,205208,55.844
2023-04-03 21:01:52.167078,24.3,49.8,42.0,94.9,53.324517250061035,141.56942558288574,131924,205214,55.844
2023-04-03 21:01:56.893103,24.2,49.8,39.6,94.8,53.33251094818115,141.57928943634033,132051,205344,55.844
2023-04-03 21:02:08.335060,24.3,49.8,40.5,95.3,53.352356910705566,141.60693454742432,132347,205701,55.844
2023-04-03 21:02:12.954147,24.2,49.8,40.3,95.1,53.35860729217529,141.61487579345703,132442,205803,55.844
2023-04-03 21:02:23.327872,24.3,49.8,37.4,95.4,53.36040782928467,141.61585903167725,132449,205809,54.768
2023-04-03 21:02:38.864241,24.3,49.7,25.6,95.4,53.36153316497803,141.6181240081787,132459,205812,54.768
2023-04-03 21:02:48.495663,24.3,49.8,23.8,95.5,53.36173343658447,141.6181240081787,132460,205812,54.768
2023-04-03 21:02:53.097974,24.3,50.0,18.5,94.5,53.36185932159424,141.61822319030762,132462,205814,55.844
2023-04-03 21:03:03.590356,24.3,49.8,21.5,94.8,53.36259460449219,141.61893558502197,132465,205817,55.306
2023-04-03 21:03:13.791431,24.3,49.7,24.7,94.8,53.36415386199951,141.61950874328613,132470,205822,50.464
2023-04-03 21:07:13.470598,24.3,49.6,32.4,15.7,0.0030241012573242188,0.0020647048950195312,24,15,51.54
2023-04-03 21:07:18.480202,24.3,49.7,46.6,17.3,0.0050983428955078125,0.0023479461669921875,42,20,51.54
2023-04-03 21:07:23.490180,24.3,49.7,5.9,17.5,0.012200355529785156,0.025218963623046875,95,73,50.464
2023-04-03 21:07:28.499624,24.3,49.6,72.2,25.1,0.040912628173828125,0.03585338592529297,194,146,52.616
2023-04-03 21:07:33.508940,24.3,49.6,51.3,28.3,0.2106170654296875,0.045119285583496094,352,248,51.54
2023-04-03 21:07:50.625493,24.3,49.5,23.0,28.0,0.2138347625732422,0.04943084716796875,382,270,51.54
2023-04-03 21:07:55.633904,24.3,49.4,25.3,30.9,0.2142343521118164,0.049530029296875,388,272,54.768
2023-04-03 21:08:00.644678,24.4,49.6,22.1,27.8,0.22037315368652344,0.049938201904296875,396,279,53.692
2023-04-03 21:08:05.653703,24.3,49.6,1.8,27.8,0.2223672866821289,0.054126739501953125,409,290,52.078
2023-04-03 21:08:10.664051,24.4,49.7,0.6,27.8,0.2225189208984375,0.054251670837402344,411,292,50.464
2023-04-03 21:08:15.673065,24.4,49.5,0.4,27.8,0.22435855865478516,0.054511070251464844,415,296,49.388
2023-04-03 21:08:20.681968,24.4,49.6,0.1,27.8,0.22442150115966797,0.054511070251464844,416,296,49.388
2023-04-03 21:08:25.691112,24.4,49.6,0.3,27.8,0.224761962890625,0.0545806884765625,420,297,48.85
2023-04-03 21:08:30.700250,24.4,49.5,0.1,27.8,0.224761962890625,0.0545806884765625,420,297,49.388
2023-04-03 21:08:35.710666,24.4,49.6,0.1,27.8,0.22563552856445312,0.05491065979003906,421,299,49.388
2023-04-03 21:08:40.719834,24.4,49.5,0.1,27.8,0.22602462768554688,0.0551605224609375,426,303,48.85
2023-04-03 21:08:45.729000,24.3,49.6,0.2,27.8,0.22640037536621094,0.05533409118652344,429,306,48.85
2023-04-03 21:08:50.738162,24.3,49.6,0.2,27.8,0.22644424438476562,0.05533409118652344,430,306,48.85
2023-04-03 21:08:55.747335,24.3,49.6,0.1,27.8,0.22644424438476562,0.05533409118652344,430,306,48.312
2023-04-03 21:09:00.756503,24.3,49.6,0.2,27.8,0.2265300750732422,0.05533409118652344,431,306,48.312
2023-04-03 21:09:05.766913,24.3,49.6,0.3,27.8,0.2271099090576172,0.05546379089355469,433,308,48.312
2023-04-03 21:09:10.777009,24.3,49.6,0.3,27.8,0.228240966796875,0.055991172790527344,437,313,47.774
2023-04-03 21:09:15.784426,24.4,49.7,0.0,27.8,0.228240966796875,0.055991172790527344,437,313,47.774
2023-04-03 21:09:20.794065,24.3,49.7,0.1,27.8,0.228240966796875,0.055991172790527344,437,313,48.312
2023-04-03 21:09:25.804774,24.3,49.6,0.1,27.8,0.228240966796875,0.055991172790527344,437,313,48.312
2023-04-03 21:09:30.814142,24.4,49.6,0.1,27.8,0.22849559783935547,0.056060791015625,440,314,48.312
2023-04-03 21:09:35.824678,24.3,49.6,0.1,27.8,0.22853565216064453,0.05610084533691406,441,315,47.774
2023-04-03 21:09:40.833860,24.3,49.5,0.1,27.8,0.2287759780883789,0.0563507080078125,444,319,47.774
2023-04-03 21:09:45.843042,24.4,49.7,0.4,27.8,0.2287759780883789,0.0563507080078125,444,319,47.236
2023-04-03 21:09:50.853318,24.3,49.6,0.1,27.8,0.22964954376220703,0.05668067932128906,445,321,47.774
2023-04-03 21:09:55.862567,24.4,49.6,0.2,27.8,0.22964954376220703,0.05668067932128906,445,321,47.774
2023-04-03 21:10:00.871494,24.3,49.5,0.2,27.8,0.22964954376220703,0.05668067932128906,445,321,47.236
2023-04-03 21:10:05.881716,24.4,49.6,0.3,27.8,0.23009300231933594,0.05681037902832031,447,323,47.236
2023-04-03 21:10:10.890828,24.3,49.6,0.2,27.8,0.23024463653564453,0.05693531036376953,449,325,47.236
2023-04-03 21:10:15.900697,24.4,49.6,0.1,27.8,0.2303304672241211,0.057007789611816406,450,326,47.236
2023-04-03 21:10:20.909350,24.3,49.6,0.1,27.8,0.2303304672241211,0.057007789611816406,450,326,46.698
2023-04-03 21:10:25.918084,24.4,49.6,0.2,27.8,0.2303304672241211,0.057007789611816406,450,326,47.236
2023-04-03 21:10:30.928047,24.4,49.7,0.1,27.8,0.2303304672241211,0.057007789611816406,450,326,47.236
2023-04-03 21:10:35.936854,24.4,49.6,0.1,27.8,0.23128700256347656,0.057387351989746094,452,329,47.236
2023-04-03 21:10:40.945641,24.3,49.6,0.1,27.8,0.23152732849121094,0.05763721466064453,455,333,46.16
2023-04-03 21:10:45.955693,24.3,49.7,0.3,27.8,0.23152732849121094,0.05763721466064453,455,333,47.236
2023-04-03 21:10:50.964536,24.4,49.6,0.1,27.8,0.23152732849121094,0.05768108367919922,455,334,47.236
2023-04-03 21:10:55.974647,24.3,49.7,0.1,27.8,0.23157119750976562,0.05768108367919922,456,334,47.236
2023-04-03 21:11:00.983577,24.4,49.7,0.1,27.8,0.23157119750976562,0.05768108367919922,456,334,46.698
2023-04-03 21:11:05.992525,24.3,49.7,0.2,27.8,0.23188018798828125,0.05781078338623047,458,336,47.236
2023-04-03 21:11:11.002633,24.4,49.6,0.1,27.8,0.23203182220458984,0.05793571472167969,460,338,47.236
2023-04-03 21:11:16.011442,24.4,49.7,0.1,27.8,0.23203182220458984,0.05793571472167969,460,338,46.698
2023-04-03 21:11:21.021617,24.4,49.7,0.1,27.8,0.23203182220458984,0.05793571472167969,460,338,46.698
2023-04-03 21:11:26.030517,24.4,49.7,0.2,27.8,0.23290538787841797,0.05826568603515625,461,340,46.16
2023-04-03 21:11:31.039453,24.3,49.7,0.1,27.8,0.23290538787841797,0.05826568603515625,461,340,47.236
2023-04-03 21:11:36.049625,24.4,49.7,0.1,27.8,0.23316001892089844,0.058335304260253906,464,341,47.236
2023-04-03 21:11:41.058547,24.3,49.6,0.2,27.8,0.2334003448486328,0.058585166931152344,467,345,46.698
2023-04-03 21:11:46.067482,24.4,49.5,0.4,27.8,0.2334003448486328,0.058585166931152344,467,345,46.698
2023-04-03 21:11:51.077672,24.4,49.6,0.2,27.8,0.2334003448486328,0.058585166931152344,467,345,47.236
2023-04-03 21:11:56.086616,24.4,49.5,0.1,27.8,0.2334003448486328,0.058585166931152344,467,345,46.698
2023-04-03 21:12:01.096619,24.4,49.7,0.2,27.8,0.2337627410888672,0.058714866638183594,469,347,46.698
2023-04-03 21:12:06.105765,24.4,49.7,0.3,27.8,0.2337627410888672,0.058714866638183594,469,347,46.698
2023-04-03 21:12:11.114730,24.4,49.6,0.2,27.8,0.23391437530517578,0.05883979797363281,471,349,46.698
2023-04-03 21:12:16.124923,24.3,49.6,0.3,27.8,0.23391437530517578,0.05883979797363281,471,349,47.236
2023-04-03 21:12:21.133875,24.3,49.7,0.3,27.8,0.23487377166748047,0.05924224853515625,473,352,47.236
2023-04-03 21:12:26.143244,24.3,49.8,0.2,27.8,0.23487377166748047,0.05924224853515625,473,352,47.236
2023-04-03 21:12:31.152589,24.4,49.6,0.1,27.8,0.23487377166748047,0.05924224853515625,473,352,47.236
2023-04-03 21:12:36.161866,24.4,49.7,0.2,27.8,0.23487377166748047,0.05924224853515625,473,352,47.236
2023-04-03 21:12:41.172518,24.4,49.8,0.1,27.8,0.23511409759521484,0.05949211120605469,476,356,46.16
2023-04-03 21:12:46.181739,24.2,49.7,0.4,27.8,0.23511409759521484,0.05949211120605469,476,356,46.698
2023-04-03 21:12:51.191027,24.4,49.7,0.2,27.8,0.23526859283447266,0.05975627899169922,479,360,46.16
2023-04-03 21:12:56.200316,24.4,49.7,0.1,27.8,0.23526859283447266,0.05975627899169922,479,360,46.16
2023-04-03 21:13:01.209582,24.4,49.7,0.3,27.8,0.23580551147460938,0.059836387634277344,482,361,47.236
2023-04-03 21:13:06.218826,24.4,49.8,0.1,27.8,0.23580551147460938,0.059836387634277344,482,361,46.698
2023-04-03 21:13:11.229337,24.3,49.7,0.1,27.8,0.23595714569091797,0.05996131896972656,484,363,46.698
2023-04-03 21:13:16.235839,24.3,49.8,0.1,27.8,0.23595714569091797,0.05996131896972656,484,363,46.16
2023-04-03 21:13:21.244914,24.3,49.8,0.2,27.8,0.23685073852539062,0.060291290283203125,485,365,47.236
2023-04-03 21:13:26.255218,24.3,49.9,0.1,27.8,0.23685073852539062,0.060291290283203125,485,365,46.698
2023-04-03 21:13:31.264293,24.4,49.9,0.1,27.8,0.23685073852539062,0.060291290283203125,485,365,47.236
2023-04-03 21:13:36.273405,24.3,49.8,0.2,27.8,0.23685073852539062,0.060291290283203125,485,365,46.16
2023-04-03 21:13:41.283630,24.4,49.9,0.3,27.8,0.237091064453125,0.06054115295410156,488,369,46.698
2023-04-03 21:13:46.292756,24.3,50.0,0.5,27.8,0.237091064453125,0.06054115295410156,488,369,46.698
2023-04-03 21:13:51.303042,24.4,49.9,0.3,27.8,0.237091064453125,0.06054115295410156,488,369,46.16
2023-04-03 21:13:56.312049,24.3,49.8,0.3,27.8,0.237091064453125,0.06054115295410156,488,369,46.698
2023-04-03 21:14:01.321108,24.4,50.0,0.5,27.8,0.23749828338623047,0.06062126159667969,490,370,46.698
2023-04-03 21:14:06.331355,24.3,49.9,0.3,27.8,0.23749828338623047,0.06062126159667969,490,370,46.698
2023-04-03 21:14:11.340312,24.4,49.9,0.1,27.8,0.23764991760253906,0.060746192932128906,492,372,46.698
2023-04-03 21:14:16.349347,24.3,49.9,0.1,27.8,0.23764991760253906,0.060746192932128906,492,372,46.16
2023-04-03 21:14:21.359606,24.4,49.8,0.1,27.8,0.23764991760253906,0.060746192932128906,492,372,47.236
2023-04-03 21:14:26.368629,24.4,49.8,0.1,27.8,0.2385234832763672,0.06107616424560547,493,374,46.16
2023-04-03 21:14:31.378910,24.4,49.9,0.1,27.8,0.2385234832763672,0.06107616424560547,493,374,46.16
2023-04-03 21:14:36.387869,24.4,49.8,0.1,27.8,0.2385234832763672,0.06107616424560547,493,374,46.16
2023-04-03 21:14:41.396869,24.4,50.0,0.1,27.8,0.23876380920410156,0.061326026916503906,496,378,46.16
2023-04-03 21:14:46.407127,24.4,50.2,0.3,27.8,0.23876380920410156,0.061326026916503906,496,378,46.16
2023-04-03 21:14:51.416120,24.5,50.1,0.1,27.8,0.23876380920410156,0.061326026916503906,496,378,46.16
2023-04-03 21:14:56.425194,24.4,50.0,0.2,27.8,0.23876380920410156,0.061369895935058594,496,379,46.16
2023-04-03 21:15:01.435389,24.3,49.9,0.3,27.8,0.23929882049560547,0.061499595642089844,499,381,46.16
2023-04-03 21:15:06.444346,24.4,49.8,0.1,27.8,0.23929882049560547,0.061499595642089844,499,381,46.16
2023-04-03 21:15:11.454655,24.4,49.9,0.1,27.8,0.23945045471191406,0.06162452697753906,501,383,46.16
2023-04-03 21:15:16.463636,24.3,49.8,0.1,27.8,0.23945045471191406,0.06162452697753906,501,383,46.16
2023-04-03 21:15:21.472676,24.3,50.1,0.2,27.8,0.23945045471191406,0.06162452697753906,501,383,46.16
2023-04-03 21:15:26.482917,24.3,50.1,0.1,27.8,0.23945045471191406,0.06162452697753906,501,383,46.16
2023-04-03 21:15:31.491871,24.3,50.1,0.1,27.8,0.23945045471191406,0.06162452697753906,501,383,46.16
2023-04-03 21:15:36.502200,24.4,50.1,0.1,27.8,0.24040699005126953,0.06200408935546875,503,386,46.16
2023-04-03 21:15:41.511122,24.3,49.9,0.1,27.8,0.2406473159790039,0.06225395202636719,506,390,45.622
2023-04-03 21:15:46.520149,24.4,49.9,0.3,27.8,0.2406473159790039,0.06225395202636719,506,390,46.16
2023-04-03 21:15:51.530321,24.4,50.0,0.2,27.7,0.24090194702148438,0.062323570251464844,509,391,46.16
2023-04-03 21:15:56.539362,24.4,50.0,0.2,27.7,0.24090194702148438,0.062323570251464844,509,391,46.16
2023-04-03 21:16:01.548304,24.4,49.9,0.2,27.7,0.24143409729003906,0.062453269958496094,511,393,46.16
2023-04-03 21:16:06.558587,24.4,50.0,0.1,27.7,0.24143409729003906,0.062453269958496094,511,393,46.16
2023-04-03 21:16:11.567565,24.3,49.8,0.1,27.7,0.24158573150634766,0.06257820129394531,513,395,46.16
2023-04-03 21:16:16.576504,24.3,49.9,0.1,27.7,0.24158573150634766,0.06257820129394531,513,395,46.16
2023-04-03 21:16:21.586872,24.3,49.8,0.1,27.7,0.24158573150634766,0.06257820129394531,513,395,47.236
2023-04-03 21:16:26.596022,24.4,49.9,0.1,27.7,0.24158573150634766,0.06257820129394531,513,395,46.16
2023-04-03 21:16:31.605185,24.4,49.7,0.0,27.7,0.24158573150634766,0.06257820129394531,513,395,46.16
2023-04-03 21:16:36.614332,24.4,49.7,0.1,27.7,0.24167156219482422,0.06265068054199219,514,396,46.16
